Date,Price,Open,High,Low,Change %,Daily Return (%),Volatility (7D),SMA (7D),SMA (30D),Forward Premia of US$ 1-month (%),Forward Premia of US$ 3-month (%),Forward Premia of US$ 6-month (%),Reverse Repo Rate (%),Marginal Standing Facility (MSF) Rate (%),Bank Rate (%),Base Rate (%),91-Day Treasury Bill (Primary) Yield (%),182-Day Treasury Bill (Primary) Yield (%),364-Day Treasury Bill (Primary) Yield (%),10-Year G-Sec Yield (FBIL) (%),Cash Reserve Ratio (%),Statutory Liquidity Ratio (%),Policy Repo Rate (%),"Foreign Exchange Reserves 
(US $ Million)"
20-06-2019,6.791,6.769,6.791,6.734,-0.0073,-0.730887297,0.090880612,6.901571429,7.1316,4.91,4.71,4.62,5.5,6,6,8.95,5.9841,6.096,6.1288,6.9137,4,19,5.75,426416
21-06-2019,6.861,6.825,6.893,6.825,0.0103,1.030776027,0.077190241,6.88,7.113733333,4.91,4.71,4.62,5.5,6,6,8.95,5.9841,6.096,6.1288,6.9137,4,19,5.75,426416
24-06-2019,6.851,6.84,6.883,6.811,-0.0015,-0.145751348,0.052255326,6.857428571,7.095,4.91,4.71,4.62,5.5,6,6,8.95,5.9841,6.096,6.1288,6.9137,4,19,5.75,426416
25-06-2019,6.882,6.838,6.896,6.837,0.0045,0.452488688,0.046549001,6.852142857,7.078133333,4.61,4.64,4.7,5.5,6,6,8.95,6.0254,6.1599,6.1627,6.9332,4,19,5.75,427678.8
26-06-2019,6.933,6.917,6.942,6.917,0.0074,0.741063644,0.047116371,6.852428571,7.0633,4.61,4.64,4.7,5.5,6,6,8.95,6.0254,6.1599,6.1627,6.9332,4,19,5.75,427678.8
27-06-2019,6.897,6.957,6.957,6.88,-0.0052,-0.519255733,0.045094082,6.865142857,7.047233333,4.61,4.64,4.7,5.5,6,6,8.95,6.0254,6.1599,6.1627,6.9332,4,19,5.75,427678.8
28-06-2019,6.879,6.888,6.9,6.87,-0.0026,-0.260983036,0.043976725,6.870571429,7.030633333,4.61,4.64,4.7,5.5,6,6,8.95,6.0254,6.1599,6.1627,6.9332,4,19,5.75,427678.8
01-07-2019,6.882,6.906,6.93,6.882,0.0004,0.04361099,0.026519535,6.883571429,7.014633333,4.61,4.64,4.7,5.5,6,6,8.95,6.0254,6.1599,6.1627,6.9332,4,19,5.75,427678.8
02-07-2019,6.846,6.86,6.876,6.829,-0.0052,-0.523103749,0.029125345,6.881428571,6.999966667,4.36,4.6,4.71,5.5,6,6,8.95,5.9841,6.1173,6.1288,6.7609,4,19,5.75,429911.4
03-07-2019,6.833,6.809,6.835,6.804,-0.0019,-0.189891908,0.032819855,6.878857143,6.9843,4.36,4.6,4.71,5.5,6,6,8.95,5.9841,6.1173,6.1288,6.7609,4,19,5.75,429911.4
04-07-2019,6.751,6.837,6.849,6.751,-0.0120,-1.200058539,0.058236382,6.860142857,6.967333333,4.36,4.6,4.71,5.5,6,6,8.95,5.9841,6.1173,6.1288,6.7609,4,19,5.75,429911.4
05-07-2019,6.695,6.755,6.766,6.576,-0.0083,-0.82950674,0.075521362,6.826142857,6.9492,4.36,4.6,4.71,5.5,6,6,8.95,5.9841,6.1173,6.1288,6.7609,4,19,5.75,429911.4
08-07-2019,6.562,6.713,6.713,6.562,-0.0199,-1.986557132,0.117572268,6.778285714,6.927066667,4.36,4.6,4.71,5.5,6,6,8.95,5.9841,6.1173,6.1288,6.7609,4,19,5.75,429911.4
09-07-2019,6.588,6.555,6.61,6.555,0.0040,0.396220664,0.127087521,6.736714286,6.907766667,4.02,4.19,4.43,5.5,6,6,8.95,5.8602,6.0322,6.0611,6.5583,4,18.75,5.75,428797.6
10-07-2019,6.543,6.588,6.61,6.516,-0.0068,-0.683060109,0.127087521,6.688285714,6.887566667,4.02,4.19,4.43,5.5,6,6,8.95,5.8602,6.0322,6.0611,6.5583,4,18.75,5.75,428797.6
11-07-2019,6.493,6.558,6.562,6.487,-0.0076,-0.764175455,0.124075822,6.637857143,6.8665,4.02,4.19,4.43,5.5,6,6,8.95,5.8602,6.0322,6.0611,6.5583,4,18.75,5.75,428797.6
12-07-2019,6.488,6.528,6.541,6.457,-0.0008,-0.077006006,0.09978453,6.588571429,6.845,4.02,4.19,4.43,5.5,6,6,8.95,5.8602,6.0322,6.0611,6.5583,4,18.75,5.75,428797.6
15-07-2019,6.433,6.459,6.467,6.43,-0.0085,-0.847718866,0.084769154,6.543142857,6.825033333,4.02,4.19,4.43,5.5,6,6,8.95,5.8602,6.0322,6.0611,6.5583,4,18.75,5.75,428797.6
16-07-2019,6.331,6.413,6.413,6.317,-0.0159,-1.585574382,0.087683956,6.491142857,6.803333333,4.01,4.15,4.33,5.5,6,6,8.95,5.7364,5.9258,5.9823,6.4531,4,18.75,5.75,430376.38
17-07-2019,6.345,6.281,6.413,6.266,0.0022,0.221134102,0.096385387,6.460142857,6.780766667,4.01,4.15,4.33,5.5,6,6,8.95,5.7364,5.9258,5.9823,6.4531,4,18.75,5.75,430376.38
18-07-2019,6.387,6.31,6.402,6.31,0.0066,0.661938534,0.080593335,6.431428571,6.762633333,4.01,4.15,4.33,5.5,6,6,8.95,5.7364,5.9258,5.9823,6.4531,4,18.75,5.75,430376.38
19-07-2019,6.361,6.383,6.385,6.348,-0.0041,-0.407076875,0.066772892,6.405428571,6.7422,4.01,4.15,4.33,5.5,6,6,8.95,5.7364,5.9258,5.9823,6.4531,4,18.75,5.75,430376.38
22-07-2019,6.418,6.424,6.453,6.406,0.0090,0.896085521,0.055433787,6.394714286,6.720233333,4.01,4.15,4.33,5.5,6,6,8.95,5.7364,5.9258,5.9823,6.4531,4,18.75,5.75,430376.38
23-07-2019,6.464,6.452,6.477,6.408,0.0072,0.716734185,0.049080595,6.391285714,6.701133333,4,4.09,4.31,5.5,6,6,8.95,5.7364,5.9471,5.9823,6.6186,4,18.75,5.75,429649.28
24-07-2019,6.438,6.476,6.479,6.425,-0.0040,-0.402227723,0.049819675,6.392,6.682,4,4.09,4.31,5.5,6,6,8.95,5.7364,5.9471,5.9823,6.6186,4,18.75,5.75,429649.28
25-07-2019,6.514,6.441,6.551,6.422,0.0118,1.180490836,0.059541102,6.418142857,6.6655,4,4.09,4.31,5.5,6,6,8.95,5.7364,5.9471,5.9823,6.6186,4,18.75,5.75,429649.28
26-07-2019,6.525,6.538,6.556,6.506,0.0017,0.168867056,0.061523515,6.443857143,6.652366667,4,4.09,4.31,5.5,6,6,8.95,5.7364,5.9471,5.9823,6.6186,4,18.75,5.75,429649.28
29-07-2019,6.412,6.452,6.46,6.412,-0.0173,-1.731800766,0.058314827,6.447428571,6.635066667,4,4.09,4.31,5.5,6,6,8.95,5.7364,5.9471,5.9823,6.6186,4,18.75,5.75,429649.28
30-07-2019,6.387,6.416,6.437,6.379,-0.0039,-0.389893949,0.052422732,6.451142857,6.621033333,3.977054,4.092331,4.178789,5.5,6,6,8.95,5.6539,5.8833,5.9372,6.4951,4,18.75,5.75,428952.05
31-07-2019,6.369,6.403,6.403,6.359,-0.0028,-0.281822452,0.060270027,6.444142857,6.6053,3.977054,4.092331,4.178789,5.5,6,6,8.95,5.6539,5.8833,5.9372,6.4951,4,18.75,5.75,428952.05
01-08-2019,6.423,6.394,6.432,6.384,0.0085,0.847856806,0.060010317,6.438285714,6.593033333,3.977054,4.092331,4.178789,5.5,6,6,8.95,5.6539,5.8833,5.9372,6.4951,4,18.75,5.75,428952.05
02-08-2019,6.352,6.333,6.361,6.324,-0.0111,-1.10540246,0.068308125,6.426,6.576066667,3.977054,4.092331,4.178789,5.5,6,6,8.95,5.6539,5.8833,5.9372,6.4951,4,18.75,5.75,428952.05
05-08-2019,6.39,6.367,6.423,6.361,0.0060,0.598236776,0.05679118,6.408285714,6.5607,3.977054,4.092331,4.178789,5.5,6,6,8.95,5.6539,5.8833,5.9372,6.4951,4,18.75,5.75,428952.05
06-08-2019,6.338,6.361,6.381,6.325,-0.0081,-0.813771518,0.030750919,6.381571429,6.542566667,3.743698,3.857144,3.942228,5.15,5.65,5.65,8.95,5.4477,5.6923,5.8473,6.6385,4,18.75,5.4,430571.99
07-08-2019,6.369,6.314,6.398,6.296,0.0049,0.489113285,0.027814008,6.375428571,6.523766667,3.743698,3.857144,3.942228,5.15,5.65,5.65,8.95,5.4477,5.6923,5.8473,6.6385,4,18.75,5.4,430571.99
08-08-2019,6.402,6.381,6.404,6.364,0.0052,0.518134715,0.029387396,6.377571429,6.507266667,3.743698,3.857144,3.942228,5.15,5.65,5.65,8.95,5.4477,5.6923,5.8473,6.6385,4,18.75,5.4,430571.99
09-08-2019,6.494,6.404,6.523,6.399,0.0144,1.437050922,0.052331817,6.395428571,6.494433333,3.743698,3.857144,3.942228,5.15,5.65,5.65,8.95,5.4477,5.6923,5.8473,6.6385,4,18.75,5.4,430571.99
13-08-2019,6.518,6.503,6.538,6.496,0.0037,0.369571913,0.070007142,6.409,6.4823,3.70333,3.899718,3.96,5.15,5.65,5.65,8.95,5.4889,5.6499,5.7688,6.6924,4,18.75,5.4,430501.3
14-08-2019,6.62,6.541,6.639,6.523,0.0156,1.564897208,0.100347254,6.447285714,6.474766667,3.70333,3.899718,3.96,5.15,5.65,5.65,8.95,5.4889,5.6499,5.7688,6.6924,4,18.75,5.4,430501.3
16-08-2019,6.535,6.584,6.596,6.527,-0.0128,-1.283987915,0.101510262,6.468,6.464833333,3.70333,3.899718,3.96,5.15,5.65,5.65,8.95,5.4889,5.6499,5.7688,6.6924,4,18.75,5.4,430501.3
19-08-2019,6.581,6.553,6.596,6.549,0.0070,0.703902066,0.090608525,6.502714286,6.459166667,3.70333,3.899718,3.96,5.15,5.65,5.65,8.95,5.4889,5.6499,5.7688,6.6924,4,18.75,5.4,430501.3
20-08-2019,6.578,6.584,6.627,6.572,-0.0005,-0.045585777,0.071656256,6.532571429,6.455266667,4.015241,4.23831,4.224368,5.15,5.65,5.65,8.95,5.4477,5.6287,5.7351,6.5722,4,18.75,5.4,429050.71
21-08-2019,6.56,6.583,6.583,6.534,-0.0027,-0.273639404,0.042709985,6.555142857,6.4552,4.015241,4.23831,4.224368,5.15,5.65,5.65,8.95,5.4477,5.6287,5.7351,6.5722,4,18.75,5.4,429050.71
22-08-2019,6.554,6.585,6.586,6.531,-0.0009,-0.091463415,0.033400171,6.563714286,6.454066667,4.015241,4.23831,4.224368,5.15,5.65,5.65,8.95,5.4477,5.6287,5.7351,6.5722,4,18.75,5.4,429050.71
23-08-2019,6.564,6.567,6.578,6.551,0.0015,0.152578578,0.026775077,6.570285714,6.454766667,4.015241,4.23831,4.224368,5.15,5.65,5.65,8.95,5.4477,5.6287,5.7351,6.5722,4,18.75,5.4,429050.71
26-08-2019,6.472,6.501,6.526,6.472,-0.0140,-1.4015844,0.037329294,6.549142857,6.454066667,4.015241,4.23831,4.224368,5.15,5.65,5.65,8.95,5.4477,5.6287,5.7351,6.5722,4,18.75,5.4,429050.71
27-08-2019,6.521,6.393,6.53,6.391,0.0076,0.75710754,0.038567813,6.547142857,6.455166667,3.846229,4.180684,4.236426,5.15,5.65,5.65,8.95,5.4065,5.6287,5.7239,6.6974,4,18.75,5.4,428604.33
28-08-2019,6.564,6.518,6.576,6.501,0.0066,0.659408066,0.036563708,6.544714286,6.459533333,3.846229,4.180684,4.236426,5.15,5.65,5.65,8.95,5.4065,5.6287,5.7239,6.6974,4,18.75,5.4,428604.33
29-08-2019,6.543,6.571,6.624,6.537,-0.0032,-0.319926874,0.033519717,6.539714286,6.4666,3.846229,4.180684,4.236426,5.15,5.65,5.65,8.95,5.4065,5.6287,5.7239,6.6974,4,18.75,5.4,428604.33
30-08-2019,6.556,6.562,6.582,6.553,0.0020,0.198685618,0.033148296,6.539142857,6.473633333,3.846229,4.180684,4.236426,5.15,5.65,5.65,8.95,5.4065,5.6287,5.7239,6.6974,4,18.75,5.4,428604.33
03-09-2019,6.516,6.498,6.529,6.488,-0.0061,-0.610128127,0.033420125,6.533714286,6.477933333,4.18,4.24,4.28,5.15,5.65,5.65,8.95,5.3653,5.6075,5.6903,6.7303,4,18.75,5.4,429608.36
04-09-2019,6.545,6.502,6.547,6.499,0.0045,0.445058318,0.031251667,6.531,6.484066667,4.18,4.24,4.28,5.15,5.65,5.65,8.95,5.3653,5.6075,5.6903,6.7303,4,18.75,5.4,429608.36
05-09-2019,6.571,6.597,6.597,6.555,0.0040,0.397249809,0.020731848,6.545142857,6.489166667,4.18,4.24,4.28,5.15,5.65,5.65,8.95,5.3653,5.6075,5.6903,6.7303,4,18.75,5.4,429608.36
06-09-2019,6.597,6.595,6.603,6.574,0.0040,0.395677979,0.025364017,6.556,6.4936,4.18,4.24,4.28,5.15,5.65,5.65,8.95,5.3653,5.6075,5.6903,6.7303,4,18.75,5.4,429608.36
09-09-2019,6.57,6.606,6.606,6.563,-0.0041,-0.409276944,0.025777436,6.556857143,6.498,4.18,4.24,4.28,5.15,5.65,5.65,8.95,5.3653,5.6075,5.6903,6.7303,4,18.75,5.4,429608.36
11-09-2019,6.674,6.606,6.675,6.595,0.0158,1.582952816,0.050109404,6.575571429,6.503333333,4.57,4.426357,4.48,5.15,5.65,5.65,8.95,5.3241,5.5439,5.6456,6.7675,4,18.75,5.4,428959.61
12-09-2019,6.658,6.669,6.705,6.631,-0.0024,-0.23973629,0.057721829,6.590142857,6.507766667,4.57,4.426357,4.48,5.15,5.65,5.65,8.95,5.3241,5.5439,5.6456,6.7675,4,18.75,5.4,428959.61
13-09-2019,6.631,6.666,6.674,6.607,-0.0041,-0.405527185,0.048774505,6.606571429,6.515066667,4.57,4.426357,4.48,5.15,5.65,5.65,8.95,5.3241,5.5439,5.6456,6.7675,4,18.75,5.4,428959.61
16-09-2019,6.71,6.723,6.746,6.683,0.0119,1.19137385,0.053682488,6.630142857,6.525833333,4.57,4.426357,4.48,5.15,5.65,5.65,8.95,5.3241,5.5439,5.6456,6.7675,4,18.75,5.4,428959.61
17-09-2019,6.728,6.728,6.737,6.7,0.0027,0.268256334,0.057514801,6.652571429,6.5378,4.398269,4.172717,4.384172,5.15,5.65,5.65,8.95,5.283,5.4592,5.6008,6.9083,4,18.75,5.4,428571.59
18-09-2019,6.617,6.66,6.68,6.602,-0.0165,-1.649821641,0.054723113,6.655428571,6.544266667,4.398269,4.172717,4.384172,5.15,5.65,5.65,8.95,5.283,5.4592,5.6008,6.9083,4,18.75,5.4,428571.59
19-09-2019,6.634,6.611,6.642,6.573,0.0026,0.256914009,0.041919992,6.664571429,6.553666667,4.398269,4.172717,4.384172,5.15,5.65,5.65,8.95,5.283,5.4592,5.6008,6.9083,4,18.75,5.4,428571.59
20-09-2019,6.782,6.587,6.874,6.552,0.0223,2.230931565,0.061343296,6.68,6.566733333,4.398269,4.172717,4.384172,5.15,5.65,5.65,8.95,5.283,5.4592,5.6008,6.9083,4,18.75,5.4,428571.59
23-09-2019,6.739,6.767,6.801,6.73,-0.0063,-0.634031259,0.064080307,6.691571429,6.5801,4.398269,4.172717,4.384172,5.15,5.65,5.65,8.95,5.283,5.4592,5.6008,6.9083,4,18.75,5.4,428571.59
24-09-2019,6.775,6.741,6.782,6.733,0.0053,0.534203888,0.064506921,6.712142857,6.593633333,3.975358,3.947164,4.229105,5.15,5.65,5.65,8.95,5.4065,5.5016,5.6008,6.8473,4,18.75,5.4,433593.66
25-09-2019,6.754,6.774,6.777,6.744,-0.0031,-0.3099631,0.066379859,6.718428571,6.605366667,3.975358,3.947164,4.229105,5.15,5.65,5.65,8.95,5.4065,5.5016,5.6008,6.8473,4,18.75,5.4,433593.66
26-09-2019,6.71,6.762,6.771,6.697,-0.0065,-0.651465798,0.066295874,6.715857143,6.612566667,3.975358,3.947164,4.229105,5.15,5.65,5.65,8.95,5.4065,5.5016,5.6008,6.8473,4,18.75,5.4,433593.66
27-09-2019,6.729,6.774,6.774,6.708,0.0028,0.283159463,0.049964749,6.731857143,6.6196,3.975358,3.947164,4.229105,5.15,5.65,5.65,8.95,5.4065,5.5016,5.6008,6.8473,4,18.75,5.4,433593.66
30-09-2019,6.695,6.706,6.71,6.681,-0.0051,-0.505275672,0.032222441,6.740571429,6.6221,3.975358,3.947164,4.229105,5.15,5.65,5.65,8.95,5.4065,5.5016,5.6008,6.8473,4,18.75,5.4,433593.66
01-10-2019,6.657,6.68,6.702,6.652,-0.0057,-0.567587752,0.039296795,6.722714286,6.626166667,4.402408,3.866218,4.176644,4.9,5.4,5.4,8.95,5.3241,5.4361,5.5338,6.4724,4,18.75,5.15,437832.8
03-10-2019,6.606,6.609,6.62,6.599,-0.0077,-0.766110861,0.057872602,6.703714286,6.627,4.402408,3.866218,4.176644,4.9,5.4,5.4,8.95,5.3241,5.4361,5.5338,6.4724,4,18.75,5.15,437832.8
04-10-2019,6.68,6.6,6.684,6.582,0.0112,1.120193763,0.048796955,6.690142857,6.6304,4.402408,3.866218,4.176644,4.9,5.4,5.4,8.95,5.3241,5.4361,5.5338,6.4724,4,18.75,5.15,437832.8
07-10-2019,6.669,6.693,6.693,6.66,-0.0016,-0.164670659,0.040049969,6.678,6.634033333,4.402408,3.866218,4.176644,4.9,5.4,5.4,8.95,5.3241,5.4361,5.5338,6.4724,4,18.75,5.15,437832.8
09-10-2019,6.655,6.659,6.666,6.636,-0.0021,-0.209926526,0.038071987,6.670142857,6.6374,3.72,3.8,4.08,4.9,5.4,5.4,8.95,5.2006,5.3323,5.4111,6.5427,4,18.75,5.15,439711.96
10-10-2019,6.679,6.662,6.684,6.66,0.0036,0.360631104,0.028734416,6.663,6.641233333,3.72,3.8,4.08,4.9,5.4,5.4,8.95,5.2006,5.3323,5.4111,6.5427,4,18.75,5.15,439711.96
11-10-2019,6.727,6.703,6.731,6.698,0.0072,0.71867046,0.036239284,6.667571429,6.649733333,3.72,3.8,4.08,4.9,5.4,5.4,8.95,5.2006,5.3323,5.4111,6.5427,4,18.75,5.15,439711.96
14-10-2019,6.67,6.737,6.739,6.67,-0.0085,-0.847331649,0.035939102,6.669428571,6.6547,3.72,3.8,4.08,4.9,5.4,5.4,8.95,5.2006,5.3323,5.4111,6.5427,4,18.75,5.15,439711.96
15-10-2019,6.66,6.697,6.697,6.651,-0.0015,-0.149925037,0.02380076,6.677142857,6.6579,3.792199,3.707928,4.045012,4.9,5.4,5.4,8.95,5.1183,5.2478,5.3666,6.5744,4,18.5,5.15,440751.03
16-10-2019,6.656,6.669,6.673,6.642,-0.0006,-0.06006006,0.025018089,6.673714286,6.661666667,3.792199,3.707928,4.045012,4.9,5.4,5.4,8.95,5.1183,5.2478,5.3666,6.5744,4,18.5,5.15,440751.03
17-10-2019,6.699,6.656,6.718,6.636,0.0065,0.646033654,0.026595739,6.678,6.666433333,3.792199,3.707928,4.045012,4.9,5.4,5.4,8.95,5.1183,5.2478,5.3666,6.5744,4,18.5,5.15,440751.03
18-10-2019,6.692,6.699,6.704,6.688,-0.0010,-0.104493208,0.024884495,6.683285714,6.6723,3.792199,3.707928,4.045012,4.9,5.4,5.4,8.95,5.1183,5.2478,5.3666,6.5744,4,18.5,5.15,440751.03
22-10-2019,6.7,6.711,6.711,6.689,0.0012,0.119545726,0.025538953,6.686285714,6.677466667,3.382221,3.607702,3.988202,4.9,5.4,5.4,8.95,5.0772,5.2056,5.3221,6.5777,4,18.5,5.15,442583.08
23-10-2019,6.678,6.695,6.695,6.671,-0.0033,-0.328358209,0.018172454,6.679285714,6.681033333,3.382221,3.607702,3.988202,4.9,5.4,5.4,8.95,5.0772,5.2056,5.3221,6.5777,4,18.5,5.15,442583.08
24-10-2019,6.678,6.698,6.708,6.674,0.0000,0,0.017737504,6.680428571,6.683733333,3.382221,3.607702,3.988202,4.9,5.4,5.4,8.95,5.0772,5.2056,5.3221,6.5777,4,18.5,5.15,442583.08
25-10-2019,6.67,6.68,6.686,6.66,-0.0012,-0.119796346,0.016149598,6.681857143,6.687066667,3.382221,3.607702,3.988202,4.9,5.4,5.4,8.95,5.0772,5.2056,5.3221,6.5777,4,18.5,5.15,442583.08
29-10-2019,6.679,6.697,6.7,6.674,0.0013,0.134932534,0.011753419,6.685142857,6.687233333,3.39,3.7,4.13,4.9,5.4,5.4,8.95,5.0361,5.2056,5.2998,6.5442,4,18.5,5.15,446098.39
30-10-2019,6.664,6.67,6.673,6.657,-0.0022,-0.224584519,0.012307566,6.680142857,6.687433333,3.39,3.7,4.13,4.9,5.4,5.4,8.95,5.0361,5.2056,5.2998,6.5442,4,18.5,5.15,446098.39
31-10-2019,6.643,6.651,6.667,6.641,-0.0032,-0.31512605,0.017343861,6.673142857,6.687833333,3.39,3.7,4.13,4.9,5.4,5.4,8.95,5.0361,5.2056,5.2998,6.5442,4,18.5,5.15,446098.39
01-11-2019,6.445,6.431,6.446,6.415,-0.0298,-2.980581063,0.085482385,6.636714286,6.679,3.39,3.7,4.13,4.9,5.4,5.4,8.95,5.0361,5.2056,5.2998,6.5442,4,18.5,5.15,446098.39
04-11-2019,6.471,6.457,6.473,6.449,0.0040,0.403413499,0.102858201,6.607142857,6.670433333,3.39,3.7,4.13,4.9,5.4,5.4,8.95,5.0361,5.2056,5.2998,6.5442,4,18.5,5.15,446098.39
05-11-2019,6.514,6.482,6.528,6.482,0.0066,0.664503168,0.102706239,6.583714286,6.667,3.031604,3.42459,3.929858,4.9,5.4,5.4,8.95,5.034,5.1398,5.2397,6.672,4,18.5,5.15,447808.27
06-11-2019,6.486,6.521,6.521,6.484,-0.0043,-0.429843414,0.100463687,6.557428571,6.662066667,3.031604,3.42459,3.929858,4.9,5.4,5.4,8.95,5.034,5.1398,5.2397,6.672,4,18.5,5.15,447808.27
07-11-2019,6.502,6.473,6.506,6.473,0.0025,0.246685168,0.085998893,6.532142857,6.652733333,3.031604,3.42459,3.929858,4.9,5.4,5.4,8.95,5.034,5.1398,5.2397,6.672,4,18.5,5.15,447808.27
08-11-2019,6.554,6.539,6.554,6.524,0.0080,0.799753922,0.065495183,6.516428571,6.646566667,3.031604,3.42459,3.929858,4.9,5.4,5.4,8.95,5.034,5.1398,5.2397,6.672,4,18.5,5.15,447808.27
11-11-2019,6.561,6.544,6.574,6.544,0.0011,0.106805005,0.042315144,6.504714286,6.639433333,3.031604,3.42459,3.929858,4.9,5.4,5.4,8.95,5.034,5.1398,5.2397,6.672,4,18.5,5.15,447808.27
13-11-2019,6.528,6.554,6.554,6.526,-0.0050,-0.502972108,0.033505508,6.516571429,6.6319,3.263102,3.51411,3.932457,4.9,5.4,5.4,8.95,5.0505,5.1602,5.2298,6.6554,4,18.5,5.15,448249.39
14-11-2019,6.515,6.528,6.528,6.505,-0.0020,-0.199142157,0.027033489,6.522857143,6.6254,3.263102,3.51411,3.932457,4.9,5.4,5.4,8.95,5.0505,5.1602,5.2298,6.6554,4,18.5,5.15,448249.39
15-11-2019,6.519,6.526,6.526,6.507,0.0006,0.061396777,0.026825716,6.523571429,6.6184,3.263102,3.51411,3.932457,4.9,5.4,5.4,8.95,5.0505,5.1602,5.2298,6.6554,4,18.5,5.15,448249.39
18-11-2019,6.477,6.526,6.53,6.476,-0.0064,-0.644270594,0.029050039,6.522285714,6.611133333,3.263102,3.51411,3.932457,4.9,5.4,5.4,8.95,5.0505,5.1602,5.2298,6.6554,4,18.5,5.15,448249.39
19-11-2019,6.473,6.476,6.481,6.466,-0.0006,-0.061756986,0.03406087,6.518142857,6.605,3.256722,3.340227,3.757756,4.9,5.4,5.4,8.95,5.0196,5.1317,5.1666,6.6569,4,18.5,5.15,448596.03
20-11-2019,6.458,6.464,6.473,6.454,-0.0023,-0.231731809,0.036459371,6.504428571,6.600066667,3.256722,3.340227,3.757756,4.9,5.4,5.4,8.95,5.0196,5.1317,5.1666,6.6569,4,18.5,5.15,448596.03
21-11-2019,6.505,6.463,6.506,6.449,0.0073,0.727779498,0.026856763,6.496428571,6.594233333,3.256722,3.340227,3.757756,4.9,5.4,5.4,8.95,5.0196,5.1317,5.1666,6.6569,4,18.5,5.15,448596.03
22-11-2019,6.495,6.513,6.524,6.489,-0.0015,-0.153727902,0.023012419,6.491714286,6.588433333,3.256722,3.340227,3.757756,4.9,5.4,5.4,8.95,5.0196,5.1317,5.1666,6.6569,4,18.5,5.15,448596.03
25-11-2019,6.468,6.506,6.506,6.461,-0.0042,-0.415704388,0.021916508,6.485,6.5822,3.256722,3.340227,3.757756,4.9,5.4,5.4,8.95,5.0196,5.1317,5.1666,6.6569,4,18.5,5.15,448596.03
26-11-2019,6.478,6.47,6.489,6.463,0.0015,0.154607297,0.015994047,6.479142857,6.5755,3.34609,3.34609,3.764352,4.9,5.4,5.4,8.95,4.9896,5.1197,5.1389,6.6464,4,18.5,5.15,451079.71
27-11-2019,6.467,6.482,6.494,6.467,-0.0017,-0.169805496,0.016650468,6.477714286,6.566833333,3.34609,3.34609,3.764352,4.9,5.4,5.4,8.95,4.9896,5.1197,5.1389,6.6464,4,18.5,5.15,451079.71
28-11-2019,6.453,6.464,6.464,6.442,-0.0022,-0.216483686,0.019126148,6.474857143,6.5596,3.34609,3.34609,3.764352,4.9,5.4,5.4,8.95,4.9896,5.1197,5.1389,6.6464,4,18.5,5.15,451079.71
29-11-2019,6.46,6.455,6.474,6.449,0.0011,0.108476678,0.018845234,6.475142857,6.552933333,3.34609,3.34609,3.764352,4.9,5.4,5.4,8.95,4.9896,5.1197,5.1389,6.6464,4,18.5,5.15,451079.71
02-12-2019,6.484,6.463,6.494,6.452,0.0037,0.371517028,0.014461772,6.472142857,6.5472,3.34609,3.34609,3.764352,4.9,5.4,5.4,8.95,4.9896,5.1197,5.1389,6.6464,4,18.5,5.15,451079.71
03-12-2019,6.462,6.485,6.495,6.462,-0.0034,-0.33929673,0.010643576,6.467428571,6.5393,3.533544,3.533544,3.954204,4.9,5.4,5.4,8.95,4.8901,5.0695,5.099,6.8555,4,18.5,5.15,453421.79
04-12-2019,6.462,6.45,6.468,6.448,0.0000,0,0.010829853,6.466571429,6.531633333,3.533544,3.533544,3.954204,4.9,5.4,5.4,8.95,4.8901,5.0695,5.099,6.8555,4,18.5,5.15,453421.79
05-12-2019,6.608,6.464,6.614,6.454,0.0226,2.259362426,0.055016448,6.485142857,6.528566667,3.533544,3.533544,3.954204,4.9,5.4,5.4,8.95,4.8901,5.0695,5.099,6.8555,4,18.5,5.15,453421.79
06-12-2019,6.661,6.611,6.668,6.602,0.0080,0.802058111,0.085030247,6.512857143,6.528,3.533544,3.533544,3.954204,4.9,5.4,5.4,8.95,4.8901,5.0695,5.099,6.8555,4,18.5,5.15,453421.79
09-12-2019,6.659,6.689,6.69,6.658,-0.0003,-0.030025522,0.095823995,6.542285714,6.527366667,3.533544,3.533544,3.954204,4.9,5.4,5.4,8.95,4.8901,5.0695,5.099,6.8555,4,18.5,5.15,453421.79
10-12-2019,6.703,6.665,6.723,6.643,0.0066,0.660759874,0.104654989,6.577,6.528466667,3.648304,3.733148,4.298776,4.9,5.4,5.4,8.95,4.9982,5.1866,5.2476,6.9899,4,18.5,5.15,454491.79
11-12-2019,6.76,6.71,6.76,6.687,0.0085,0.850365508,0.115234337,6.616428571,6.531166667,3.648304,3.733148,4.298776,4.9,5.4,5.4,8.95,4.9982,5.1866,5.2476,6.9899,4,18.5,5.15,454491.79
12-12-2019,6.77,6.753,6.791,6.741,0.0015,0.147928994,0.10476777,6.660428571,6.5347,3.648304,3.733148,4.298776,4.9,5.4,5.4,8.95,4.9982,5.1866,5.2476,6.9899,4,18.5,5.15,454491.79
13-12-2019,6.782,6.822,6.837,6.764,0.0018,0.177252585,0.066626893,6.706142857,6.539333333,3.648304,3.733148,4.298776,4.9,5.4,5.4,8.95,4.9982,5.1866,5.2476,6.9899,4,18.5,5.15,454491.79
